severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row,planning_date,planning_bucket
Info,MultiFixVersionReference,PLAT-4028,PLAT-4028,PLAT,Epic,Client Walkthrough - Qualification software reference example,Fix versions,,"Qualification Event 1, Shop Deliverable A",,Primary scheduled row selected from the first Jira fixVersion 'Qualification Event 1'. Secondary fixVersions are added as non-driving reference rows.,Confirm the first Jira fixVersion should drive the schedule.,32,2026-09-21,Immediate
Info,MultiFixVersionReference,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Fix versions,,"Qualification Event 1, Shop Deliverable A",,Reference row created under fixVersion 'Shop Deliverable A'. Schedule is driven by primary row 'PLAT-4028' under fixVersion 'Qualification Event 1'.,Confirm this secondary fixVersion is for visibility only.,32,2026-09-21,Immediate
Warning,ExcludedMissingRollup,PLAT-4029,,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Rollup,,,review_needed,Epic has no fixVersion.,"Add the required initiative parent or fixVersion in Jira, then rerun.",33,2026-09-28,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Schedule Key,,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Name,,Client Walkthrough - Qualification software reference example,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Rollup Key,,Shop Deliverable A,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Resource Group,,Platform Engineering,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Row Role,,Reference,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Fix Version,,Shop Deliverable A,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Drives Schedule,,No,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Primary Schedule Key,,PLAT-4028,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,% Complete,,50,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Total Story Points,,20,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Completed Story Points,,10,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Logged Hours,,18,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Story Point Ratio,,13.33,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Jira Target Start,,2026-09-21,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Jira Target End,,2026-11-09,changed_cell,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,AddedEpic,PLAT-4028,PLAT-4028::FV::SHOP-DELIVERABLE-A::DE89D3A4,PLAT,Epic,Client Walkthrough - Qualification software reference example,Dependency Review,,Reference row only. Schedule logic is driven by PLAT-4028 under fixVersion Qualification Event 1.,dependency_review,Epic is new relative to the comparison baseline.,Review the added epic in the sandbox Project file.,32,2026-09-21,Immediate
Info,ChangedField,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Total Story Points,19,22,changed_cell,Total Story Points changed from '19' to '22'.,Review the changed sandbox cell.,34,2025-10-06,Immediate
Info,ChangedField,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Completed Story Points,19,22,changed_cell,Completed Story Points changed from '19' to '22'.,Review the changed sandbox cell.,34,2025-10-06,Immediate
Info,ChangedField,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Logged Hours,15,16,changed_cell,Logged Hours changed from '15' to '16'.,Review the changed sandbox cell.,34,2025-10-06,Immediate
Info,ChangedField,PLAT-4026,PLAT-4026,PLAT,Epic,Client Walkthrough - Stale completed fixVersion hidden from manager report,Story Point Ratio,10.13,11,changed_cell,Story Point Ratio changed from '10.13' to '11'.,Review the changed sandbox cell.,34,2025-10-06,Immediate
Info,ChangedField,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Total Story Points,21,24,changed_cell,Total Story Points changed from '21' to '24'.,Review the changed sandbox cell.,35,2025-11-03,Immediate
Info,ChangedField,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Completed Story Points,21,24,changed_cell,Completed Story Points changed from '21' to '24'.,Review the changed sandbox cell.,35,2025-11-03,Immediate
Info,ChangedField,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Logged Hours,23.5,24,changed_cell,Logged Hours changed from '23.5' to '24'.,Review the changed sandbox cell.,35,2025-11-03,Immediate
Info,ChangedField,PLAT-4027,PLAT-4027,PLAT,Epic,Client Walkthrough - Completed fixVersion missing Resolved date example,Story Point Ratio,7.15,8,changed_cell,Story Point Ratio changed from '7.15' to '8'.,Review the changed sandbox cell.,35,2025-11-03,Immediate
Warning,UnmatchedProjectTask,PLAT-4029,PLAT-4029,PLAT,Epic,Client Walkthrough - Deployment runner fixVersion example,Unmatched Project Task,,Yes,review_needed,Project task exists in the comparison baseline but is not included in the Jira CSV plan.,Confirm whether the task should remain in the source-of-truth schedule.,,2026-09-28,Immediate
Info,SuppressedCompletedFixVersion,PLAT-4026,fixVersion:Legacy Platform Release,PLAT,fixVersion,Legacy Platform Release,Resolved,2026-01-13,Hidden from manager HTML reports after 90 days,,FixVersion 'Legacy Platform Release' is complete by Jira status and its latest Resolved date is older than 90 days.,No manager review needed unless the release should remain visible.,34,2025-10-06,Immediate
