severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row,planning_date,planning_bucket
Info,AddedEpic,CORE-1005,CORE-1005,CORE,Epic,Client Walkthrough - Payment cutover downstream dependency,Predecessors,,CORE-1004,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,22,2026-03-09,Immediate
Info,AddedEpic,CORE-1010,CORE-1010,CORE,Epic,Scale Rows - Core Product - Notification routing wave 11,Predecessors,,CORE-1009,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,113,2026-04-13,Immediate
Info,AddedEpic,CORE-1020,CORE-1020,CORE,Epic,Scale Rows - Core Product - Account recovery wave 21,Predecessors,,CORE-1019,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,118,2026-06-22,Immediate
Info,AddedEpic,CORE-1011,CORE-1011,CORE,Epic,Scale Rows - Core Product - Session management wave 12,Predecessors,,CORE-1010,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,119,2026-04-20,Immediate
Info,AddedEpic,CORE-1030,CORE-1030,CORE,Epic,Scale Rows - Core Product - Consent preference updates wave 31,Predecessors,,CORE-1029,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,124,2026-03-09,Immediate
Info,AddedEpic,CORE-1021,CORE-1021,CORE,Epic,Scale Rows - Core Product - API gateway refresh wave 22,Predecessors,,CORE-1020,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,125,2026-06-29,Immediate
Info,AddedEpic,CORE-1012,CORE-1012,CORE,Epic,Scale Rows - Core Product - Account recovery wave 13,Predecessors,,CORE-1011,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,126,2026-04-27,Immediate
Info,AddedEpic,CORE-1031,CORE-1031,CORE,Epic,Scale Rows - Core Product - Fraud signal ingestion wave 32,Predecessors,,CORE-1030,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,132,2026-03-16,Immediate
Info,AddedEpic,CORE-1022,CORE-1022,CORE,Epic,Scale Rows - Core Product - Consent preference updates wave 23,Predecessors,,CORE-1021,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,133,2026-07-06,Immediate
Info,AddedEpic,CORE-1013,CORE-1013,CORE,Epic,Scale Rows - Core Product - API gateway refresh wave 14,Predecessors,,CORE-1012,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,135,2026-05-04,Immediate
Info,AddedEpic,CORE-1032,CORE-1032,CORE,Epic,Scale Rows - Core Product - Profile service rollout wave 33,Predecessors,,CORE-1031,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,140,2026-03-23,Immediate
Info,AddedEpic,CORE-1023,CORE-1023,CORE,Epic,Scale Rows - Core Product - Fraud signal ingestion wave 24,Predecessors,,CORE-1022,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,142,2026-07-13,Immediate
Info,AddedEpic,CORE-1014,CORE-1014,CORE,Epic,Scale Rows - Core Product - Consent preference updates wave 15,Predecessors,,CORE-1013,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,144,2026-05-11,Immediate
Info,AddedEpic,CORE-1024,CORE-1024,CORE,Epic,Scale Rows - Core Product - Profile service rollout wave 25,Predecessors,,CORE-1023,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,151,2026-07-20,Immediate
Info,AddedEpic,CORE-1015,CORE-1015,CORE,Epic,Scale Rows - Core Product - Fraud signal ingestion wave 16,Predecessors,,CORE-1014,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,153,2026-05-18,Immediate
Info,AddedEpic,CORE-1025,CORE-1025,CORE,Epic,Scale Rows - Core Product - Entitlement cleanup wave 26,Predecessors,,CORE-1024,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,160,2026-07-27,Immediate
Info,AddedEpic,CORE-1016,CORE-1016,CORE,Epic,Scale Rows - Core Product - Profile service rollout wave 17,Predecessors,,CORE-1015,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,162,2026-05-25,Immediate
Info,AddedEpic,CORE-1026,CORE-1026,CORE,Epic,Scale Rows - Core Product - Notification routing wave 27,Predecessors,,CORE-1025,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,169,2026-08-03,Immediate
Info,AddedEpic,CORE-1017,CORE-1017,CORE,Epic,Scale Rows - Core Product - Entitlement cleanup wave 18,Predecessors,,CORE-1016,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,171,2026-06-01,Immediate
Info,AddedEpic,CORE-1027,CORE-1027,CORE,Epic,Scale Rows - Core Product - Session management wave 28,Predecessors,,CORE-1026,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,178,2026-08-10,Immediate
Info,AddedEpic,CORE-1018,CORE-1018,CORE,Epic,Scale Rows - Core Product - Notification routing wave 19,Predecessors,,CORE-1017,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,180,2026-06-08,Immediate
Info,AddedEpic,CORE-1009,CORE-1009,CORE,Epic,Scale Rows - Core Product - Entitlement cleanup wave 10,Predecessors,,CORE-1008,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,181,2026-04-06,Immediate
Info,AddedEpic,CORE-1028,CORE-1028,CORE,Epic,Scale Rows - Core Product - Account recovery wave 29,Predecessors,,CORE-1027,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,186,2026-02-23,Immediate
Info,AddedEpic,CORE-1019,CORE-1019,CORE,Epic,Scale Rows - Core Product - Session management wave 20,Predecessors,,CORE-1018,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,188,2026-06-15,Immediate
Info,AddedEpic,CORE-1029,CORE-1029,CORE,Epic,Scale Rows - Core Product - API gateway refresh wave 30,Predecessors,,CORE-1028,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,193,2026-03-02,Immediate
